"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"8631652","BODEGA DE RECICLADO BARRERA",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CALLE","COYAMEL","CALLE","MOMOLUCO","CALLE","TEPEYAUCLE","AVENIDA","ESCUINAPA","8",,,,,,"MANZANA","MANZANA 27",,,,"04369","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","1162","027","5511957879",,,"Fijo","19.33563269","-99.17234946","2019-11"
"823284","BODEGA DE RECICLADOS",,"431110","Comercio al por mayor de abarrotes","0 a 5 personas","CALLE","MOGUER (HIDALGO)","CALLE","CATARROJA","AVENIDA","ESPAÑA","CALLE","OSUNA (LA PIEDAD)","59",,,,"0",,"COLONIA","CERRODELA ESTRELLA",,,,"09880","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1890","017",,,,"Fijo","19.32588694","-99.07827572","2010-07"
"759085","CENTRO DE ACOPIO MATERIALES RECICLADOS SIN NOMBRE",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","LAGO PATZCUARO","CALLE","LAGUNA DE TERMINOS","CALLE","TERCERA PRIVADA LAGUNA GUZMAN","CALLE","RINCONADA LAGUNA DE TÉRMINOS","59",,,,,,"COLONIA","ANAHUAC",,,,"11320","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0497","009","5552604458",,,"Fijo","19.443322","-99.17202955","2010-07"
"768151","CENTRO DE RECICLADO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","HEROE DE NACOZARI","CALLE","CURTIDURIA","CALLE","TAPICERIA","CALLE","TAPICERÍA","97",,,,,,"COLONIA","PENITENCIARIA",,,,"15280","09","CIUDAD DE MÉXICO","017","Venustiano Carranza","0001","Venustiano Carranza","0494","017",,,,"Fijo","19.43561382","-99.1168646","2010-07"
"902413","CENTRO DE RECICLADO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","AVENIDA","COYOACAN","AVENIDA","DIVISION DEL NORTE","CALLE","ROMERO DE TERREROS","CALLE","ADOLFO PRIETO","333",,,,"3",,"COLONIA","DEL VALLE NORTE",,,,"03103","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0242","014",,,,"Fijo","19.39362188","-99.16632158","2014-12"
"929811","CENTRO DE RECICLADO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","AVENIDA","SAN JERONIMO","CALLE","HORTENSIA","CALLE","BUGAMBILIA","CALLE","PENSAMIENTO","887",,,,,,"COLONIA","LOMAS QUEBRADAS",,,,"10000","09","CIUDAD DE MÉXICO","008","La Magdalena Contreras","0001","La Magdalena Contreras","0245","002",,,,"Fijo","19.31402617","-99.24294731","2014-12"
"678106","CENTRO DE RECICLADO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","EJE VIAL","3 NORTE (AVENIDA 506)","CALLE","AVENIDA 525","CALLE","AVENIDA 523","CALLE","SIN REFERENCIA","71",,,,,,"COLONIA","UH SAN JUAN DE ARAGON 1AR SECC",,,,"07969","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","231A","005",,,,"Fijo","19.45649867","-99.0915726","2014-12"
"9216097","CENTRO DE RECICLADO ABRIL YOYS",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","AVENIDA","CALZADA INGENIEROS MILITARES","CALLE","INGENIEROS MILITARES","CALLE","PEPE ORTIZ","CALLE","TLALTENANGO","144",,,,,,"COLONIA","SAN LORENZO TLALTENANGO",,,,"11210","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","0020","002",,,,"Fijo","19.46720466","-99.20799116","2019-11"
"662329","CENTRO DE RECICLADO ALFARO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","EJE VIAL","2 ORIENTE (CALZADA DE LA VIGA)","CALLE","TAPIOCA","CALLE","CAMPESINOS","CALLE","CAMPESINOS","2008","A",,,"0",,"COLONIA","GRANJAS ESMERALDA",,,,"09810","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1176","012","5591460848",,,"Fijo","19.35284563","-99.12096377","2010-07"
"7732853","CENTRO DE RECICLADO SIN NOMBRE",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","PUEBLA","EJE VIAL","3 PONIENTE (SALAMANCA)","CALLE","COZUMEL","AVENIDA","CHAPULTEPEC","317",,,,,,"COLONIA","ROMA NORTE",,,,"06700","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0998","018",,,,"Fijo","19.42082528","-99.170996","2019-11"
"7262586","CENTRO DE RECICLADO SIN NOMBRE",,"434319","Comercio al por mayor de otros materiales de desecho","0 a 5 personas","CALLE","SANTA FE","CALLE","LA PAZ","CALLE","SAN FRANCISCO","CALLE","SANTO TOMÁS","12",,,,,,"COLONIA","CORPUS CHRISTI",,,,"01530","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","0864","014","5563350123","ROCO_5505@YAHOO.COM",,"Fijo","19.3604714","-99.24947818","2019-11"
"773393","CENTRO DE RECICLADO SIN NOMBRE",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","AVENIDA","GRAN CANAL DEL DESAGÜE","AVENIDA","REPUBLICA MEXICANA","AVENIDA","VILLA DE AYALA","AVENIDA","GRAN CANAL DEL DESAGÜE",,"SN","MERCADO PUBLICO","1",,,"COLONIA","LA ESMERALDA","MERCADO PUBLICO","UNION REVOLUCIONARIA DE COMERCIANTES EN HERRAMIENTAS FIERROS VIEJOS Y OBJETOS VARIOS NUEVOS Y USADOS DEL EXTERIOR DEL MERCADO 25 DE JULIO A. C. 2A. SE","97 98 99","07540","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","1190","041",,,,"Fijo","19.49130594","-99.08584956","2010-07"
"8343763","CENTRO DE RECICLADO TORQUEMADA",,"434319","Comercio al por mayor de otros materiales de desecho","0 a 5 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","FRAY JUAN DE TORQUEMADA","CALLE","MANUEL CABALLERO","CALLE","BOLÍVAR","258","D",,,,,"COLONIA","OBRERA",,,,"06800","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1248","008",,,,"Fijo","19.40852065","-99.14429772","2019-11"
"852263","CENTRO DE RECICLADOS MISTERIOS",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALZADA","CALZADA DE LOS MISTERIOS","CALLE","JUVENTINO ROSAS","CALLE","NINGUNO","CALZADA","CALZADA DE GUADALUPE","21",,,,,,"COLONIA","MAZA",,,,"06270","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0165","035",,,,"Fijo","19.45548543","-99.12984242","2010-07"
"970459","CENTRO DE RECICLAJE ES FÁCIL RECICLAR",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","AVENIDA","MIGUEL ANGEL DE QUEVEDO","CALLE","CENTRAL","AVENIDA","DIVISION DEL NORTE","CALLE","NORTE","1105",,"EDIFICIO SIN NOMBRE","1",,,"COLONIA","ATLANTIDA","EDIFICIO COMERCIAL Y DE SERVICIOS","1105","1105","04370","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0304","020","5553361291",,,"Fijo","19.34240564","-99.14802516","2010-07"
"825358","CENTRO DE RECICLAJE RECICLA Y REUSA",,"434314","Comercio al por mayor de desechos de plástico","11 a 30 personas","CALLE","NARCISO MENDOZA","CALLE","EMILIANO ZAPATA","CALLE","ABRAHAM GONZALEZ","AVENIDA","20 DE NOVIEMBRE","406",,,,,,"COLONIA","Z.U SANTA MARIA AZTAHUACAN",,,,"09570","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1091","003",,,,"Fijo","19.35775397","-99.02981993","2010-07"
"962410","CENTROS DE RECICLADO INDEPENDENCIA",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","FRANCISCO FIELD JURADO","CALLE","SERAFIN OLARTE","CALLE","RAFAEL MARTÍNEZ RIP RIP","1008",,,,,"C","COLONIA","INDEPENDENCIA",,,,"03630","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0469","035",,,,"Fijo","19.38024859","-99.14779428","2010-07"
"8681368","COMPRA DE RECICLADO",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","MELCHOR PEREZ DE SOTO","CALLE","JOSE GARCIA PRECIAT","CERRADA","CUARTA MELCHOR OCAMPO","CALLE","IGNACIO ALDAMA",,"SN",,,,,"COLONIA","AMPLIACION MIGUEL HIDALGO 2DA SECCION",,,,"14250","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","1316","007",,,,"Fijo","19.27798258","-99.20401266","2019-11"
"706227","COMPRA DE RECICLADOS",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","EMILIANO ZAPATA","CALLE","JUAREZ","EJE VIAL","2 ORIENTE (CONGRESO DE LA UNION)","CALLE","BENITO JUÁREZ","153",,"EDIFICIO SIN NOMBRE","17","0",,"COLONIA","SANTA ANITA",,,,"08300","09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco","0255","020",,,,"Fijo","19.40065241","-99.12247795","2014-12"
"944377","COMPRA VENTA DE DESECHOS INDUSTRIALES Y RECICLADOS PONCHO",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","ANTONIO BEJAR","CALLE","JOSE VICENTE CASTAÑEDA","CALLE","GENERAL PEDRO MARIA ANAYA","CALLE","JOSE VICENTE CASTAÑEDA","84",,,,,,"COLONIA","OJO DE AGUA",,,,"13450","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac","0240","026",,,,"Fijo","19.28650079","-99.01013126","2014-12"
"741050","COMPRA VENTA DE DESPERDICIO RECICLADO MACIAS",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","AVENIDA","ANTONIO VALERIANO","CALLE","PROLONGACION NARANJO","CERRADA","PROLONGACION SABINO","CALLE","4",,"SN",,,,"D-E","COLONIA","AMPLIACION DEL GAS",,,,"02970","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco","0769","009",,,,"Fijo","19.46840486","-99.15555068","2010-07"
"7721598","COMPRA VENTA DE MATERIAL RECICLADO RECICLAJES ORTIZ",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","ANA BOLENA","CALLE","DEODATO","CALLE","NICOLAS CHAMPION (RAFAEL VARGAS)","CALLE","ADRIANA",,"SN",,,,,"COLONIA","MIGUEL HIDALGO",,,,"13200","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac","0626","010",,,,"Fijo","19.29525796","-99.05245605","2019-11"
"8442751","COMPRA VENTA DE RECICLADO",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CALLE","SAN PERFECTO","CALLE","SAN ALBERTO","CALLE","SAN FELIPE","CALLE","SAN JULIO","9",,,,,,"COLONIA","PEDREGAL DE SANTA URSULA",,,,"04600","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","1016","016",,,,"Fijo","19.31476548","-99.14643616","2019-11"
"8138961","COMPRA VENTA DE RECICLADO",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CERRADA","A. LOPEZ","CALLE","EMILIANO ZAPATA","CALLE","LAZARO CARDENAS","CERRADA","A. LÓPEZ","27","LT5",,,"0",,"COLONIA","SANTIAGO ACAHUALTEPEC 1RA. AMPLIACION",,,,"09608","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","2579","012",,,,"Fijo","19.35139704","-99.00879937","2019-11"
"670047","COMPRA Y VENTA DE DESPERDICIOS FIERRO CARTÓN Y PLASTICO PARA RECICLAR",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","HUASCARAN","CALLE","BREZO","CALLE","LOMA DE LA LUNA","CALLE","LOMA DE LA LUNA","5","MZ.65 LT.5 A","EDIFICIO SIN NOMBRE","1","1",,"COLONIA","VISTA HERMOSA",,,,"07187","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","3229","027",,,,"Fijo","19.54529531","-99.12290686","2014-12"
"9159407","COMPRA Y VENTA DE MATERIALES RECICLADOS",,"434313","Comercio al por mayor de desechos de vidrio","0 a 5 personas","CALLE","SAN JORGE","CALLE","SAN GABINO","CALLE","SAN FAUSTINO","AVENIDA","SANTA ÚRSULA","16","841",,,"0",,"COLONIA","PEDREGAL DE SANTA URSULA",,,,"04600","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0978","006",,,,"Fijo","19.30980239","-99.16124554","2019-11"
"8139462","COMPRA Y VENTA DE VIDRIO PARA RECICLAR",,"434313","Comercio al por mayor de desechos de vidrio","0 a 5 personas","CALLE","FELIPE ANGELES","CALLE","AQUILES SERDAN","CALLE","FRANCISCO VILLA","CALLE","FILOMENO MATA","885",,,,,,"COLONIA","EJIDOS DE SANTAMARIA AZTAHUACAN",,,,"09570","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1509","012","5561483705",,,"Fijo","19.35111897","-99.0359431","2019-11"
"7673376","COMPRE VENTA DE MATERIALES RECICLADOS",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","PROLONGACION 5 DE MAYO","CALLE","CALLE A PUENTE COLORADO","AVENIDA","5 DE MAYO","CALLE","NINGUNO","670",,,,,,"COLONIA","LAS AGUILAS AMPLIACION 2O. PARQUE",,,,"01750","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","2292","036",,,,"Fijo","19.35941987","-99.21735907","2019-11"
"1009129","DEPÓSITO DE DESPERDICIOS INDUSTRIALES PORTILLO RECICLO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","SAN PERFECTO","CALLE","SAN HERMILO","AVENIDA","SANTA ÚRSULA","CALLE","SAN JULIO","14",,,,"0",,"COLONIA","PEDREGAL SANTA URSULA",,,,"04600","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0997","025","5531591675",,,"Fijo","19.30834169","-99.14868799","2010-07"
"670089","DEPÓSITO DE RECICLADO",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","PLAN DE TUXTEPEC","CALLE","NIÑOS HEROES","CALLE","PRIMERO DE MAYO","CALLE","CUMBRES","0","SN","EDIFICIO SIN NOMBRE","1","0","LOTE 8 MZ.17","COLONIA","6 DE JUNIO",,,,"07183","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","3214","015",,,,"Fijo","19.55103978","-99.12492569","2014-12"
"636069","DESPERDICIOS INDUSTRIALES Y RECICLADOS MARIFER",,"434311","Comercio al por mayor de desechos metálicos","6 a 10 personas","CALLE","18 DE MARZO","CALLE","OAXACA","CALLE","GUADALUPE VICTORIA","CALLE","AGUASCALIENTES","1","MZ 23",,,,,"COLONIA","LOMA LAPALMA",,,,"07160","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","0101","030",,,,"Fijo","19.55405249","-99.14327021","2010-07"
"1054537","DESPERDICIOS RECICLADOS INDUSTRIALES",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","AVENIDA","LOMAS DE CAPULA","CALLE","RIO SAN BORJA","CALLE","MINAS","CALLE","ANDADOR 1","9","MZ1 LOTE 9",,,,,"COLONIA","EL RODEO",,,,"01285","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","2112","014",,,,"Fijo","19.3807864","-99.20902447","2010-07"
"637868","DISPERSIONES DE MATERIAL PARA RECICLAR",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","JARCIERIA","CALLE","ALFARERIA","CALLE","MECANICOS","CALLE","MINEROS","2",,,,"0",,"COLONIA","MORELOS",,,,"15270","09","CIUDAD DE MÉXICO","017","Venustiano Carranza","0001","Venustiano Carranza","0210","011",,,,"Fijo","19.44493721","-99.123856","2010-07"
"8210354","MAS RAZONEZ PARA RECICLAR","MAS RAZONES PARA RECICLAR SA DE CV","434223","Comercio al por mayor de envases en general, papel y cartón para la industria","6 a 10 personas","CALLE","CIENFUEGOS","CALLE","RICARTE","CALLE","COLECTOR 13","CALLE","COLECTOR 13","606",,"EDIFICIO SIN NOMBRE","17","0",,"COLONIA","CHURUBUSCO TEPEYAC","EDIFICIO COMERCIAL Y DE SERVICIOS","INMOBILARIA ELIZABETH SA DE CV","606","07730","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","0953","013",,,,"Fijo","19.48802808","-99.13351447","2019-11"
"939043","MATERIAL DE RECICLE EL BOSQUE",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","HERMENEGILDO GALEANA","CERRADA","PRIMERA CERRADA DE RETORNO DEL BOSQUE","AVENIDA","5 DE MAYO","CALLE","LICENCIADO MARIO ANTONIO GALERA","2",,,,,,"COLONIA","QUIRINO MENDOZA",,,,"16710","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco","0692","001","5539222905",,,"Fijo","19.25842204","-99.02798573","2014-12"
"726245","MATERIAL RECICLADO",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CALLE","BENITO JUAREZ","CALLE","CANCUN","CALLE","SINALOA","CALLE","SINALOA","1","MZ 6 LT 1",,,,,"COLONIA","LA POLVORILLA",,,,"09750","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","4749","010",,,,"Fijo","19.32394692","-99.04954381","2014-12"
"711187","MATERIALES DE RECICLADOS SIN NOMBRE",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","AVENIDA","XOCHIMILCO","CALLE","2","CALLE","3","AVENIDA","NORTE",,"SN",,,,,"COLONIA","AGRICOLA PANTITLAN",,,,"08100","09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco","1179","001",,,,"Fijo","19.41352998","-99.06554516","2014-12"
"8528732","MATERIALES RECICLADOS",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","AVENIDA","CAMINO A SANTA FE","CALLE","TLAXCALTECAS","CALLE","MICHOACANOS","CALLE","GUERRERENSES","444",,,,,,"COLONIA","ARTURO M MARTINEZ",,,,"01200","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","0173","012",,,,"Fijo","19.38679835","-99.21748507","2019-11"
"9155660","PAPEL RECICLADO PARA FABRICAR PIÑATAS",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","JOSE MARIA GUTIERREZ","CALLE","ENRIQUE REYNOSO","CALLE","LONGINO MAYA","CALLE","BOMBERO JESÚS ALVAREZ","8",,"EDIFICIO SIN NOMBRE","1","0",,"UNIDAD HABITACIONAL","LA COLMENA",,,,"09170","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","369A","004",,,,"Fijo","19.37032274","-99.00053898","2019-11"
"8652075","PLASTICOS RECICLADOS",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CALLE","PUNTA PEÑASCO","CALLE","VIZCAINOS","CALLE","CABO FINISTERRE","CALLE","SEVERIANO CENICEROS","4",,,,,,"COLONIA","GABRIEL HERNANDEZ",,,,"07080","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","1167","006","5560698653",,,"Fijo","19.49378517","-99.10046131","2019-11"
"1044605","PLASTICOS RECICLADOS",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CALLE","PUENTE SANTO TOMAS","CALLE","TOPACIO","CALLE","ROLDAN","AVENIDA","FRAY SERVANDO TERESA DE MIER","21","C",,,"21","B Y 21B","COLONIA","CENTRO (ÁREA 9)","EDIFICIO COMERCIAL Y DE SERVICIOS","PUENTE DE SANTO TOMAS","21B","06090","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0979","005","5554910268",,,"Fijo","19.42428268","-99.12682678","2010-07"
"929588","RECICLA",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","AVENIDA","MEXICO","CALLE","MORELIA","CALLE","FLORES MAGON","CALLE","CHIHUAHUA","1225",,,,"0",,"COLONIA","LA GUADALUPE",,,,"10820","09","CIUDAD DE MÉXICO","008","La Magdalena Contreras","0001","La Magdalena Contreras","0495","022",,,,"Fijo","19.30879692","-99.23144395","2014-12"
"668796","RECICLA REHACE REUTILIZA",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","JOSE SANCHEZ TRUJILLO","CALLE","NIZA","CALLE","PRIVADA TRUJILLO","CALLE","GRECIA","46",,,,,,"COLONIA","SAN ALVARO",,,,"02090","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco","0792","002",,"CARLOSRECICLAG@GMAIL.COM",,"Fijo","19.46288571","-99.18525105","2010-07"
"8343706","RECICLA T",,"434319","Comercio al por mayor de otros materiales de desecho","0 a 5 personas","AVENIDA","DOCTOR JOSE MARIA VERTIZ","EJE VIAL","2-A SUR (DOCTOR BALMIS)","CALLE","DOCTOR ARCE","CALLE","DOCTOR AGUSTÍN ANDRADE","262",,,,,,"COLONIA","DOCTORES",,,,"06720","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1233","020",,,,"Fijo","19.4144605","-99.14811184","2019-11"
"8848935","RECICLADO",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CALLE","MAR FRIO","CALLE","MONTES PIRINEOS","CALLE","MONTES CARPATOS","CALLE","GOLFO DE LOS IRIS","0","SN",,,"0",,"COLONIA","SELENE",,,,"13420","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac","0170","006",,"TECNOLOGIAMM@HOTMAIL.COM",,"Fijo","19.29443458","-99.00660932","2019-11"
"732772","RECICLADO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","CALLE","CUAUHTEMOC","CALLE","ZARAGOZA","PROLONGACION","PORFIRIO DIAZ","CALLE","2 DE ABRIL","36","A",,,,,"PUEBLO","SANTIAGO ACAHUALTEPEC",,,,"09600","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","2564","015",,,,"Fijo","19.35373414","-99.00409243","2014-12"
"651499","RECICLADO",,"434312","Comercio al por mayor de desechos de papel y de cartón","0 a 5 personas","AVENIDA","EMILIO CARRANZA","CALLE","CENSOS","CALLE","RETOÑO","CALLE","CUARTA CERRADA RETOÑO","412",,,,,,"COLONIA","EL RETOÑO",,,,"09440","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","0515","004",,,,"Fijo","19.37051906","-99.12540024","2010-07"
"851546","RECICLADO DE DESPERDICIO INDUSTRIAL",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","HUI","CALLE","DZEMUL","CALLE","FERROCARRIL DE CUERNAVACA","CALLE","KAUA","37","MZ 939 LT 37 B",,,"0",,"COLONIA","PEDREGAL DE SAN NICOLAS 5A SECCION",,,,"14100","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","1496","008","5547530927",,,"Fijo","19.27775777","-99.24169032","2010-07"
"7832676","RECICLADO DE DESPERDICIO INDUSTRIAL",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","MOCTEZUMA","CERRADA","PRIMER MOCTEZUMA","EJE VIAL","5 ORIENTE (AVENIDA JAVIER ROJO GOMEZ)","CALLE","CALLE DEL CANAL","212","BIS",,,,,"BARRIO","SAN MIGUEL",,,,"09360","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","4912","011",,,,"Fijo","19.35990823","-99.08454905","2019-11"
"7299150","RECICLADO DE MADERA",,"434319","Comercio al por mayor de otros materiales de desecho","0 a 5 personas","CALLE","MUNGUETE","AVENIDA","ALTA TENSION","CALLE","AVENIDA SANTA LUCIA","CALLE","CÁTODO","155",,,,,,"COLONIA","MINAS DE CRISTO",,,,"01419","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","0421","042",,,,"Fijo","19.37751677","-99.20115057","2019-11"
"9143232","RECICLADO DE MATERIALES",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","25 DE FEBRERO DE 1861","CALLE","BATALLA DE CASABLANCA","CALLE","BATALLA DE CALPULALPAN","CALLE","16 DE MARZO DE 1861",,"SN",,,,,"COLONIA","LEYES DE REFORMA 3RA SECCION",,,,"09310","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","0214","020",,,,"Fijo","19.38135111","-99.06532627","2019-11"
"671940","RECICLADO DE MATERIALES CHATARRA LUNA",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLE","MIGUEL ALEMAN","CALLE","EMILIANO ZAPATA","CALLE","ROJO GOMEZ","CALLE","MIGUEL ALEMÁN","6",,,,,,"COLONIA","SANTIAGO ATEPETLAC",,,,"07640","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","0385","028",,,,"Fijo","19.52395255","-99.1608164","2014-12"
"950943","RECICLADO DE MATERIALES METALANDIA",,"434311","Comercio al por mayor de desechos metálicos","0 a 5 personas","CALLEJON","JUAREZ","CALLE","JUAREZ","CALLE","5 DE MAYO","CALLE","INDEPENDENCIA",,"SN",,,,,"PUEBLO","SAN BARTOLOME XICOMULCO",,,,"12250","09","CIUDAD DE MÉXICO","009","Milpa Alta","0015","San Bartolomé Xicomulco","012A","005",,"JESUS.FM@YAHOO.COM",,"Fijo","19.20628382","-99.06967845","2014-12"
"946612","RECICLADO DE PLASTICO",,"434314","Comercio al por mayor de desechos de plástico","0 a 5 personas","CALLE","TULIPAN","CALLE","MAGUEY","CALLE","OLIVOS","CALLE","JAZMÍN",,"SN",,,,,"COLONIA","TEMPILULI",,,,"13363","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac","1535","019",,,,"Fijo","19.27722835","-99.02933944","2014-12"
